Country,Continent,ISO_Code,Level,GDLCODE,Region,"1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr102","North Sumatra",,,86.4,83.5,80.7,77.8,75.0,72.1,69.3,66.4,63.6,60.7,63.4,66.1,68.8,71.5,69.6,67.6,65.7,63.7,61.8,61.2,60.6,60.0,59.4,58.8,58.2,57.6,57.0
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr104","Riau (incl. Riau islands)",,,65.1,64.7,64.4,64.0,63.7,63.3,63.0,62.6,62.3,61.9,60.7,59.5,58.2,57.0,57.0,57.1,57.1,57.2,57.2,56.7,56.2,55.8,55.3,54.8,54.3,53.8,53.4
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr122","South Kalimantan",,,59.7,59.1,58.6,58.1,57.6,57.1,56.6,56.0,55.5,55.0,54.4,53.8,53.1,52.5,52.0,51.4,50.9,50.3,49.8,49.5,49.2,49.0,48.7,48.4,48.1,47.8,47.6
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr126","South Sulawesi (incl Sulawesi Barat)",,,70.8,68.8,66.7,64.7,62.7,60.6,58.6,56.6,54.5,52.5,55.6,58.7,61.8,64.9,65.0,65.1,65.2,65.3,65.4,63.3,61.2,59.2,57.1,55.0,52.9,50.8,48.8
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr106","South Sumatra",,,68.6,66.9,65.3,63.7,62.1,60.5,58.9,57.2,55.6,54.0,54.7,55.4,56.1,56.8,55.9,55.0,54.1,53.2,52.3,52.5,52.7,53.0,53.2,53.4,53.6,53.8,54.1
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr127","Southeast Sulawesi",,,71.0,70.9,70.8,70.7,70.6,70.5,70.4,70.3,70.2,70.1,69.9,69.7,69.4,69.2,68.8,68.4,67.9,67.5,67.1,66.0,64.9,63.8,62.7,61.6,60.5,59.4,58.3
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr111","West Java",,,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,61.2,58.8,56.3,53.9,53.9,54.0,54.0,54.1,54.1,53.1,52.2,51.2,50.3,49.3,48.3,47.4,46.4
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr120","West Kalimantan",,,65.2,64.5,63.9,63.3,62.7,62.1,61.5,60.8,60.2,59.6,58.7,57.7,56.8,55.8,56.4,57.0,57.5,58.1,58.7,57.8,56.9,55.9,55.0,54.1,53.2,52.3,51.3
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr117","West Nusa Tenggara",,,71.9,71.1,70.4,69.6,68.9,68.1,67.4,66.6,65.9,65.1,64.2,63.3,62.3,61.4,61.3,61.2,61.2,61.1,61.0,60.1,59.1,58.2,57.2,56.3,55.4,54.4,53.5
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr103","West Sumatra",,,74.3,73.2,72.1,71.0,69.9,68.8,67.7,66.6,65.5,64.4,65.1,65.9,66.6,67.3,65.4,63.5,61.6,59.7,57.8,57.0,56.2,55.3,54.5,53.7,52.9,52.1,51.2
