Country,Continent,ISO_Code,Level,GDLCODE,Region,"1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr102","North Sumatra",,,10.1,11.1,12.0,13.0,14.0,14.9,15.9,16.9,17.8,18.8,20.4,21.9,23.5,25.0,28.0,30.9,33.9,36.8,39.8,42.8,45.8,48.8,51.8,54.9,57.9,60.9,63.9
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr104","Riau (incl. Riau islands)",,,9.05,11.0,13.0,15.0,16.9,18.9,20.9,22.8,24.8,26.8,28.8,30.8,32.8,34.8,38.5,42.2,45.9,49.6,53.3,56.1,58.9,61.7,64.5,67.3,70.1,72.9,75.6
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr122","South Kalimantan",,,8.39,9.46,10.5,11.6,12.7,13.8,14.9,15.9,17.0,18.1,22.1,26.0,30.0,34.0,37.3,40.5,43.8,47.1,50.3,52.8,55.3,57.8,60.3,62.8,65.3,67.8,70.3
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr126","South Sulawesi (incl Sulawesi Barat)",,,10.3,11.6,12.8,14.0,15.3,16.5,17.8,19.0,20.2,21.5,23.2,25.0,26.7,28.5,32.7,36.9,41.1,45.3,49.5,51.8,54.1,56.4,58.7,61.0,63.3,65.6,67.9
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr106","South Sumatra",,,14.1,14.2,14.3,14.5,14.6,14.7,14.8,14.9,15.0,15.1,16.7,18.4,20.0,21.6,26.6,31.5,36.4,41.4,46.3,48.7,51.2,53.6,56.0,58.4,60.9,63.3,65.7
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr127","Southeast Sulawesi",,,9.33,9.60,9.88,10.2,10.4,10.7,11.0,11.3,11.6,11.8,14.1,16.4,18.7,21.0,24.3,27.6,31.0,34.3,37.6,40.3,43.1,45.8,48.5,51.3,54.0,56.7,59.5
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr111","West Java",,,11.4,12.0,12.6,13.3,13.9,14.5,15.2,15.8,16.4,17.1,19.8,22.6,25.4,28.1,31.9,35.7,39.6,43.4,47.2,50.3,53.4,56.4,59.5,62.6,65.7,68.8,71.9
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr120","West Kalimantan",,,6.71,7.92,9.12,10.3,11.5,12.7,14.0,15.2,16.4,17.6,19.9,22.3,24.7,27.0,29.6,32.2,34.8,37.4,40.1,41.9,43.7,45.6,47.4,49.3,51.1,52.9,54.8
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr117","West Nusa Tenggara",,,0.34,0.83,1.33,1.83,2.33,2.83,3.33,3.82,4.32,4.82,7.37,9.92,12.5,15.0,16.0,17.0,18.0,18.9,19.9,23.6,27.3,31.0,34.6,38.3,42.0,45.7,49.3
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr103","West Sumatra",,,9.52,10.9,12.2,13.5,14.9,16.2,17.6,18.9,20.2,21.6,22.3,23.0,23.7,24.5,29.4,34.3,39.2,44.1,49.0,51.1,53.1,55.1,57.1,59.2,61.2,63.2,65.2
