@Id;Admin Leve;Boundary;Hub Name;Id;Is In Muni;Is In Prov;Is In Town;Name;PT HubName;Type;Area neigh;Density N;Fid;Geometry;Hub Dist;Pop Neigh;PT HubDist
relation/5802372;7;administrative;SCBD;relation/5802372;Johar Baru;DKI Jakarta;Jakarta Pusat;Johar Baru;Gang Sentiong;boundary;1,19;39507,1369;240;Point;3,675913963;47013;0,726455637
relation/5802373;7;administrative;SCBD;relation/5802373;Kepulauan Seribu Selatan;DKI Jakarta;Kepulauan Seribu;Pulau Tidung;;boundary;;;241;Point;55,906993180;;40,791642549
relation/5802374;7;administrative;SCBD;relation/5802374;Pasar Minggu;DKI Jakarta;Jakarta Selatan;Ragunan;Kementan RI;boundary;5,05;9681,0239;242;Point;10,611245750;48889;0,037378307
relation/5802375;7;administrative;SCBD;relation/5802375;Tambora;DKI Jakarta;Jakarta Barat;Angke;Jembatan Dua;boundary;0,78;46651,2405;243;Point;7,328298792;36388;0,340445801
relation/5802376;7;administrative;SCBD;relation/5802376;Jagakarsa;DKI Jakarta;Jakarta Selatan;Srengseng Sawah;Sekolah Perguruan Rakyat 1;boundary;6,75;10731,7326;244;Point;16,072923224;72439;0,481957188
relation/5802377;7;administrative;SCBD;relation/5802377;Cipayung;DKI Jakarta;Jakarta Timur;Pondok Ranggon;Ciracas;boundary;3,66;8729,4237;245;Point;19,008067871;31950;4,245486333
relation/5802378;7;administrative;SCBD;relation/5802378;Kemayoran;DKI Jakarta;Jakarta Pusat;Cempaka Baru;Cempaka Tengah;boundary;0,99;42602,4363;246;Point;5,409621638;42176;0,405753206
relation/5802379;7;administrative;SCBD;relation/5802379;Pademangan;DKI Jakarta;Jakarta Utara;Pademangan Barat;;boundary;3,53;26463,846;247;Point;7,598860284;93417;0,575690736
relation/5802380;7;administrative;SCBD;relation/5802380;Kepulauan Seribu Selatan;DKI Jakarta;Kepulauan Seribu;Pulau Untung Jawa;;boundary;;;248;Point;26,874391915;;12,253759427
relation/5802381;7;administrative;SCBD;relation/5802381;Cipayung;DKI Jakarta;Jakarta Timur;Setu;;boundary;3,25;7953,6786;249;Point;15,447006934;25849;0,972889169
relation/5802382;7;administrative;SCBD;relation/5802382;Setiabudi;DKI Jakarta;Jakarta Selatan;Menteng Atas;Halte Masjid Baiturrahman;boundary;0,9;38091,8142;250;Point;2,041185943;34283;0,446572220
relation/5802383;7;administrative;SCBD;relation/5802383;Kebon Jeruk;DKI Jakarta;Jakarta Barat;Kelapa Dua;Kelapa Dua Sasak;boundary;1,5;19522,4476;251;Point;6,673856250;29284;0,427026907
relation/5802384;7;administrative;SCBD;relation/5802384;Taman Sari;DKI Jakarta;Jakarta Barat;Maphar;Sawah Besar;boundary;0,59;33563,3158;252;Point;5,286875771;19802;0,594721723
relation/5802385;7;administrative;SCBD;relation/5802385;Senen;DKI Jakarta;Jakarta Pusat;Kramat;;boundary;0,71;51467,4757;253;Point;2,923430974;36542;0,366958763
relation/5802386;7;administrative;SCBD;relation/5802386;Ciracas;DKI Jakarta;Jakarta Timur;Susukan;;boundary;2,19;21998,6292;254;Point;12,908808318;48177;0,829672939
relation/5802387;7;administrative;SCBD;relation/5802387;Penjaringan;DKI Jakarta;Jakarta Utara;Penjaringan;;boundary;3,95;28358,7487;255;Point;9,532356405;112017;0,532783473
relation/5802388;7;administrative;SCBD;relation/5802388;Kemayoran;DKI Jakarta;Jakarta Pusat;Gunung Sahari Selatan;;boundary;1,53;16179,6212;256;Point;5,136621373;24755;0,240073591
relation/5802389;7;administrative;SCBD;relation/5802389;Senen;DKI Jakarta;Jakarta Pusat;Kwitang;Kwitang;boundary;0,45;43939,5973;257;Point;2,538043052;19773;0,276772468
relation/5802390;7;administrative;SCBD;relation/5802390;Kemayoran;DKI Jakarta;Jakarta Pusat;Serdang;Kemayoran Landasan Pacu Timur;boundary;0,82;46197,2516;258;Point;6,071285828;37882;1,070788268
relation/7152610;7;administrative;SCBD;relation/7152610;Tebet;DKI Jakarta;Jakarta Selatan;Tebet Barat;Halte Kecamatan Tebet 2;boundary;1,72;14987,7622;259;Point;4,159992879;25779;0,410653094
relation/7152644;7;administrative;SCBD;relation/7152644;Tebet;DKI Jakarta;Jakarta Selatan;Tebet Timur;Halte Telkom Vision;boundary;1,39;15627,0698;260;Point;4,506021408;21722;0,989300752
relation/7192893;7;administrative;SCBD;relation/7192893;Cempaka Putih;DKI Jakarta;Jakarta Pusat;Rawasari;Utan Kayu;boundary;1,25;21983,1663;261;Point;4,362293334;27479;0,217027401
relation/7198380;7;administrative;SCBD;relation/7198380;Cempaka Putih;DKI Jakarta;Jakarta Pusat;Cempaka Putih Timur;Pulo Mas By Pass;boundary;2,23;13441,5993;262;Point;5,636905423;29975;0,494338626
relation/7198389;7;administrative;SCBD;relation/7198389;Cempaka Putih;DKI Jakarta;Jakarta Pusat;Cempaka Putih Barat;Pasar Cempaka Putih;boundary;1,22;36910,6425;263;Point;4,661458407;45031;0,808810551
relation/7198542;7;administrative;SCBD;relation/7198542;Tebet;DKI Jakarta;Jakarta Selatan;Menteng Dalam;Komplek Keuangan Supomo;boundary;2,1;21361,4286;264;Point;3,448013093;44859;0,391340999
relation/7210655;7;administrative;SCBD;relation/7210655;Tebet;DKI Jakarta;Jakarta Selatan;Bukit Duri;;boundary;1,07;39465,4705;265;Point;3,839766726;42228;0,636912614
relation/7212530;7;administrative;SCBD;relation/7212530;Menteng;DKI Jakarta;Jakarta Pusat;Menteng;;boundary;2,44;13110,0361;266;Point;0,637578719;31988;0,205525205
relation/7212612;7;administrative;SCBD;relation/7212612;Menteng;DKI Jakarta;Jakarta Pusat;Pegangsaan;Proklamasi;boundary;0,98;29870,7379;267;Point;2,138624532;29273;0,073474085
relation/7212839;7;administrative;SCBD;relation/7212839;Menteng;DKI Jakarta;Jakarta Pusat;Cikini;Hotel Ibis Budget;boundary;0,82;12709,2216;268;Point;1,765138160;10422;0,061843695
