Country,Continent,ISO_Code,Level,GDLCODE,Region,"1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr102","North Sumatra",,,86.7,85.8,84.9,84.1,83.2,82.3,81.5,80.6,79.7,78.9,74.5,70.1,65.7,61.3,60.1,58.8,57.6,56.4,55.1,52.4,49.6,46.9,44.2,41.4,38.7,36.0,33.2
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr104","Riau (incl. Riau islands)",,,95.0,92.8,90.6,88.3,86.1,83.9,81.7,79.4,77.2,75.0,70.1,65.2,60.3,55.3,53.9,52.4,51.0,49.5,48.1,45.5,43.0,40.4,37.8,35.3,32.7,30.1,27.6
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr122","South Kalimantan",,,86.6,85.9,85.3,84.7,84.0,83.4,82.7,82.1,81.5,80.8,75.2,69.5,63.8,58.2,57.3,56.5,55.7,54.9,54.0,52.4,50.8,49.1,47.5,45.9,44.3,42.6,41.0
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr126","South Sulawesi (incl Sulawesi Barat)",,,92.2,90.9,89.5,88.2,86.8,85.5,84.1,82.8,81.4,80.1,77.2,74.3,71.3,68.4,65.7,62.9,60.2,57.4,54.7,52.7,50.8,48.8,46.9,45.0,43.0,41.1,39.1
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr106","South Sumatra",,,87.0,86.7,86.5,86.2,85.9,85.6,85.4,85.1,84.8,84.5,81.7,78.8,75.9,73.1,69.2,65.4,61.6,57.8,53.9,51.6,49.3,47.0,44.7,42.4,40.1,37.8,35.5
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr127","Southeast Sulawesi",,,92.6,92.1,91.7,91.3,90.9,90.5,90.0,89.6,89.2,88.8,85.4,82.0,78.6,75.2,73.4,71.7,70.0,68.2,66.5,63.5,60.5,57.5,54.5,51.5,48.4,45.4,42.4
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr111","West Java",,,94.9,93.6,92.3,91.0,89.7,88.4,87.0,85.7,84.4,83.1,78.2,73.2,68.3,63.4,60.1,56.9,53.7,50.4,47.2,44.7,42.2,39.7,37.1,34.6,32.1,29.6,27.1
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr120","West Kalimantan",,,87.8,87.4,87.0,86.6,86.3,85.9,85.5,85.1,84.8,84.4,80.5,76.6,72.7,68.8,67.0,65.2,63.4,61.6,59.8,57.8,55.9,53.9,51.9,50.0,48.0,46.1,44.1
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr117","West Nusa Tenggara",,,98.3,97.7,97.0,96.4,95.8,95.1,94.5,93.8,93.2,92.6,88.5,84.4,80.3,76.2,75.8,75.3,74.9,74.4,74.0,70.4,66.8,63.2,59.6,56.1,52.5,48.9,45.3
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr103","West Sumatra",,,97.7,95.3,92.9,90.5,88.1,85.7,83.2,80.8,78.4,76.0,74.6,73.3,71.9,70.5,66.5,62.4,58.4,54.3,50.3,48.9,47.5,46.1,44.6,43.2,41.8,40.4,39.0
