Country,Continent,ISO_Code,Level,GDLCODE,Region,"1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr102","North Sumatra",,,49.2,49.5,49.8,50.1,50.4,50.7,50.9,51.2,51.5,51.8,54.0,56.3,58.5,60.7,61.3,62.0,62.6,63.2,63.8,64.9,66.0,67.1,68.2,69.2,70.3,71.4,72.5
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr104","Riau (incl. Riau islands)",,,48.2,49.0,49.8,50.5,51.3,52.0,52.8,53.5,54.3,55.1,57.0,59.0,61.0,63.0,63.9,64.9,65.9,66.9,67.9,68.9,69.8,70.8,71.8,72.7,73.7,74.6,75.6
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr122","South Kalimantan",,,53.1,52.4,51.7,51.1,50.4,49.8,49.1,48.4,47.8,47.1,51.1,55.1,59.1,63.1,63.5,64.0,64.5,65.0,65.4,66.1,66.7,67.3,68.0,68.6,69.2,69.8,70.5
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr126","South Sulawesi (incl Sulawesi Barat)",,,44.3,45.3,46.4,47.4,48.4,49.4,50.5,51.5,52.5,53.6,54.2,54.9,55.6,56.3,57.6,59.0,60.4,61.8,63.2,64.3,65.5,66.6,67.8,68.9,70.1,71.2,72.4
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr106","South Sumatra",,,49.5,48.9,48.4,47.8,47.2,46.6,46.0,45.5,44.9,44.3,46.9,49.5,52.1,54.7,56.6,58.4,60.3,62.1,64.0,65.2,66.4,67.6,68.8,70.1,71.3,72.5,73.7
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr127","Southeast Sulawesi",,,41.8,41.6,41.4,41.2,41.0,40.8,40.7,40.5,40.3,40.1,42.6,45.2,47.7,50.2,51.7,53.2,54.7,56.2,57.7,59.6,61.4,63.3,65.2,67.0,68.9,70.8,72.6
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr111","West Java",,,42.1,43.3,44.4,45.6,46.8,48.0,49.1,50.3,51.5,52.7,55.2,57.7,60.2,62.7,63.9,65.2,66.5,67.8,69.1,70.1,71.1,72.1,73.1,74.1,75.1,76.1,77.1
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr120","West Kalimantan",,,52.7,51.6,50.6,49.6,48.5,47.5,46.5,45.4,44.4,43.4,46.1,48.8,51.6,54.3,55.8,57.2,58.6,60.0,61.5,62.2,62.9,63.6,64.4,65.1,65.8,66.5,67.3
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr117","West Nusa Tenggara",,,35.2,35.4,35.6,35.8,36.0,36.2,36.4,36.6,36.8,37.0,40.8,44.6,48.4,52.2,52.6,53.0,53.4,53.8,54.2,56.5,58.9,61.2,63.6,65.9,68.3,70.6,73.0
"Indonesia","Asia/Pacific","IDN","Subnat","IDNr103","West Sumatra",,,39.0,40.7,42.3,43.9,45.5,47.2,48.8,50.4,52.0,53.7,54.1,54.6,55.1,55.5,57.6,59.7,61.7,63.8,65.9,66.7,67.6,68.4,69.3,70.2,71.0,71.9,72.8
