,state,time,id,cov1,cov2
0,1,0.0,173449,0,0
1,1,9.355131,173449,0,0
2,2,10.63236090766059,173449,0,0
3,1,0.0,204502,0,0
4,1,0.137989,204502,0,0
5,2,5.779212951660155,204502,0,0
6,1,0.0,37341,0,0
7,1,14.156622,37341,0,0
8,2,15.47121317545573,37341,0,0
9,1,0.0,52578,0,0
10,1,18.152757,52578,0,0
11,2,33.11594916449653,52578,0,0
12,1,0.0,148547,0,0
13,1,10.244136,148547,0,0
14,2,29.486461249457463,148547,0,0
15,1,0.0,269945,0,0
16,1,1.961806,269945,0,0
17,2,25.51892171223958,269945,0,0
18,1,0.0,276261,0,0
19,1,0.395856,276261,0,0
20,2,22.2767919921875,276261,0,0
21,1,0.0,297700,0,0
22,1,17.167343,297700,0,0
23,2,37.00675944010417,297700,0,0
24,1,0.0,329368,0,0
25,1,12.234007,329368,0,0
26,2,59.2151158311632,329368,0,0
27,1,0.0,156239,0,0
28,1,18.127756,156239,0,0
29,2,49.23520467122396,156239,0,0
30,1,0.0,313843,0,0
31,1,9.875726,313843,0,0
32,2,25.27125,313843,0,0
33,1,0.0,89241,0,0
34,1,17.624541,89241,0,0
35,2,37.40183420711094,89241,0,0
36,1,0.0,205570,0,0
37,1,17.040853,205570,0,0
38,2,18.930863087972003,205570,0,0
39,1,0.0,160335,0,0
40,1,30.304271,160335,0,0
41,2,62.33219879150391,160335,0,0
42,1,0.0,204319,0,0
43,1,11.460745,204319,0,0
44,2,16.073796284993488,204319,0,0
45,1,0.0,10034,0,0
46,1,0.142197,10034,0,0
47,2,0.6120833333333333,10034,0,0
48,1,0.0,77254,0,0
49,1,30.271377,77254,0,0
50,2,44.80756944444445,77254,0,0
51,1,0.0,326367,0,0
52,1,3.503057,326367,0,0
53,2,5.372320505777995,326367,0,0
54,1,0.0,4151,0,0
55,1,2.277842,4151,0,0
56,2,18.5502052476671,4151,0,0
57,1,0.0,127877,0,0
58,1,3.74017,127877,0,0
59,2,40.64964349746704,127877,0,0
60,1,0.0,25195,0,0
61,1,0.243211,25195,0,0
62,2,2.029056217405531,25195,0,0
63,1,0.0,270031,0,0
64,1,6.519748,270031,0,0
65,2,17.01292468600803,270031,0,0
66,1,0.0,173646,0,0
67,1,2.720545,173646,0,0
68,2,10.593275146484377,173646,0,0
69,1,0.0,283436,0,0
70,1,1.042057,283436,0,0
71,2,5.688055555555556,283436,0,0
72,1,0.0,72452,0,0
73,1,3.841849,72452,0,0
74,2,28.4217919921875,72452,0,0
75,1,0.0,89780,0,0
76,1,1.439844,89780,0,0
77,2,1.6580052863226995,89780,0,0
78,1,0.0,243763,0,0
79,1,25.015158,243763,0,0
80,2,28.577457139756945,243763,0,0
81,1,0.0,307612,0,0
82,1,0.190687,307612,0,0
83,2,48.2040046289232,307612,0,0
84,1,0.0,128906,0,0
85,1,27.037823,128906,0,0
86,2,32.45233778211806,128906,0,0
87,1,0.0,268807,0,0
88,1,12.759216,268807,0,0
89,2,32.35535590277778,268807,0,0
90,1,0.0,17944,0,0
91,1,1.9274,17944,0,0
92,2,3.1578147379557286,17944,0,0
93,1,0.0,151495,0,0
94,1,30.03087,151495,0,0
95,2,37.39050347222222,151495,0,0
96,1,0.0,274296,0,0
97,1,9.265283,274296,0,0
98,2,39.75058866712782,274296,0,0
99,1,0.0,208405,0,0
100,1,8.654574,208405,0,0
101,2,9.64581976996528,208405,0,0
102,1,0.0,29202,0,0
103,1,21.967865,29202,0,0
104,2,25.729444444444443,29202,0,0
105,1,0.0,313801,0,0
106,1,6.724838,313801,0,0
107,2,30.972724202473955,313801,0,0
108,1,0.0,331178,0,0
109,1,16.559891,331178,0,0
110,2,23.367376081678604,331178,0,0
111,1,0.0,20907,0,0
112,1,1.001523,20907,0,0
113,2,8.98986111111111,20907,0,0
114,1,0.0,280276,0,0
115,1,31.659905,280276,0,0
116,2,35.59417724609375,280276,0,0
117,1,0.0,241005,0,0
118,1,3.232457,241005,0,0
119,2,7.873182440863714,241005,0,0
120,1,0.0,212995,0,0
121,1,1.370891,212995,0,0
122,2,1.5680072699652778,212995,0,0
123,1,0.0,19054,0,0
124,1,1.479225,19054,0,0
125,2,21.056515706380207,19054,0,0
126,1,0.0,236454,0,0
127,1,0.213165,236454,0,0
128,2,1.7433333333333334,236454,0,0
129,1,0.0,149174,0,0
130,1,0.346004,149174,0,0
131,2,0.7138888888888889,149174,0,0
132,1,0.0,27426,0,0
133,1,30.328995,27426,0,0
134,2,37.03180555555556,27426,0,0
135,1,0.0,132758,0,0
136,1,36.579143,132758,0,0
137,2,40.51800733778212,132758,0,0
138,1,0.0,301396,0,0
139,1,2.378558,301396,0,0
140,2,2.8548347134060337,301396,0,0
141,1,0.0,305270,0,0
142,1,5.85419,305270,0,0
143,2,6.824080742730034,305270,0,0
144,1,0.0,145066,0,0
145,1,0.40596,145066,0,0
146,2,0.9194537332322864,145066,0,0
147,1,0.0,175418,0,0
148,1,0.193468,175418,0,0
149,2,0.9304166666666668,175418,0,0
150,1,0.0,12982,0,0
151,1,11.781785,12982,0,0
152,2,47.16945830663045,12982,0,0
153,1,0.0,19758,0,0
154,1,10.267412,19758,0,0
155,2,64.17352517022027,19758,0,0
156,1,0.0,279436,0,0
157,1,1.866143,279436,0,0
158,2,4.844080742730035,279436,0,0
159,1,0.0,76715,0,0
160,1,18.211105,76715,0,0
161,2,26.47728093041314,76715,0,0
162,1,0.0,184235,0,0
163,1,19.52232,184235,0,0
164,2,37.84319444444444,184235,0,0
165,1,0.0,146079,0,0
166,1,3.674103,146079,0,0
167,2,29.10014483451843,146079,0,0
168,1,0.0,72004,0,0
169,1,0.933659,72004,0,0
170,2,12.823492285410564,72004,0,0
171,1,0.0,255209,0,0
172,1,0.253287,255209,0,0
173,2,0.4158267158932156,255209,0,0
174,1,0.0,190701,0,0
175,1,1.674172,190701,0,0
176,2,29.05555194430881,190701,0,0
177,1,0.0,266869,0,0
178,1,0.093042,266869,0,0
179,2,1.2370926030476888,266869,0,0
180,1,0.0,139992,0,0
181,1,7.26209,139992,0,0
182,2,12.363995868894788,139992,0,0
183,1,0.0,220972,0,0
184,1,0.358775,220972,0,0
185,2,14.129571448432074,220972,0,0
186,1,0.0,292865,0,0
187,1,9.492855,292865,0,0
188,2,30.42987486097548,292865,0,0
189,1,0.0,259409,0,0
190,1,1.600034,259409,0,0
191,2,39.54486111111111,259409,0,0
192,1,0.0,39005,0,0
193,1,0.545169,39005,0,0
194,2,24.770636562771266,39005,0,0
195,1,0.0,62376,0,0
196,1,15.54032,62376,0,0
197,2,32.70692412482368,62376,0,0
198,1,0.0,205537,0,0
199,1,37.398213,205537,0,0
200,2,51.47633884853788,205537,0,0
201,1,0.0,10012,0,0
202,1,13.654391,10012,0,0
203,2,17.75151196691725,10012,0,0
204,1,0.0,322208,0,0
205,1,0.338171,322208,0,0
206,2,3.884286363389757,322208,0,0
207,1,0.0,85344,0,0
208,1,25.905271,85344,0,0
209,2,40.07674541897244,85344,0,0
210,1,0.0,299380,0,0
211,1,12.148701,299380,0,0
212,2,49.1659312778049,299380,0,0
213,1,0.0,233896,0,0
214,1,2.452246,233896,0,0
215,2,58.37955078125,233896,0,0
216,1,0.0,274069,0,0
217,1,91.345775,274069,0,0
218,2,101.78958331637912,274069,0,0
219,1,0.0,159250,0,0
220,1,16.930575,159250,0,0
221,2,21.94765404595269,159250,0,0
222,1,0.0,259987,0,0
223,1,22.719111,259987,0,0
224,2,40.5235546875,259987,0,0
225,1,0.0,93155,0,0
226,1,15.907283,93155,0,0
227,2,28.78554326375325,93155,0,0
228,1,0.0,257837,0,0
229,1,17.486999,257837,0,0
230,2,23.436693589952256,257837,0,0
231,1,0.0,171173,0,0
232,1,4.077061,171173,0,0
233,2,22.527671712239584,171173,0,0
234,1,0.0,87690,0,0
235,1,0.903915,87690,0,0
236,2,0.997939485973782,87690,0,0
237,1,0.0,32805,0,0
238,1,2.300984,32805,0,0
239,2,6.207450595431857,32805,0,0
240,1,0.0,113159,0,0
241,1,12.710084,113159,0,0
242,2,25.29162757025824,113159,0,0
243,1,0.0,88749,0,0
244,1,35.091488,88749,0,0
245,2,47.30663380940755,88749,0,0
246,1,0.0,63922,0,0
247,1,0.060787,63922,0,0
248,2,1.2225720861223008,63922,0,0
249,1,0.0,95904,0,0
250,1,19.556846,95904,0,0
251,2,32.626369603474934,95904,0,0
252,1,0.0,217656,0,0
253,1,10.059727,217656,0,0
254,2,20.59294244554308,217656,0,0
255,1,0.0,180589,0,0
256,1,16.717376,180589,0,0
257,2,48.00056412484911,180589,0,0
258,1,0.0,132679,0,0
259,1,21.602635,132679,0,0
260,2,41.257984008789066,132679,0,0
261,1,0.0,105900,0,0
262,1,0.166039,105900,0,0
263,2,1.5219879235161675,105900,0,0
264,1,0.0,30542,0,0
265,1,0.135188,30542,0,0
266,2,5.646296284993489,30542,0,0
267,1,0.0,137076,0,0
268,1,0.685443,137076,0,0
269,2,14.91968978881836,137076,0,0
270,1,0.0,292898,0,0
271,1,19.051506,292898,0,0
272,2,30.719138709174263,292898,0,0
273,1,0.0,63111,0,0
274,1,34.102034,63111,0,0
275,2,38.784444444444446,63111,0,0
276,1,0.0,287011,0,0
277,1,14.811982,287011,0,0
278,2,24.116656188964843,287011,0,0
279,1,0.0,147748,0,0
280,1,16.434885,147748,0,0
281,2,31.372406684027776,147748,0,0
282,1,0.0,65551,0,0
283,1,14.534128,65551,0,0
284,2,26.430518967310583,65551,0,0
285,1,0.0,118082,0,0
286,1,39.733361,118082,0,0
287,2,42.50227116054959,118082,0,0
288,1,0.0,175324,0,0
289,1,18.163522,175324,0,0
290,2,34.89207063462999,175324,0,0
291,1,0.0,299769,0,0
292,1,5.493374,299769,0,0
293,2,50.48972222222222,299769,0,0
294,1,0.0,132848,0,0
295,1,28.473895,132848,0,0
296,2,49.72242845323351,132848,0,0
297,1,0.0,45090,0,0
298,1,10.814975,45090,0,0
299,2,23.178183966742623,45090,0,0
300,1,0.0,300439,0,0
301,1,0.104479,300439,0,0
302,2,1.917300245496962,300439,0,0
303,1,0.0,332541,0,0
304,1,0.8056,332541,0,0
305,2,1.8939793215857608,332541,0,0
306,1,0.0,137842,0,0
307,1,25.093393,137842,0,0
308,2,28.101203748914934,137842,0,0
309,1,0.0,93836,0,0
310,1,0.999116,93836,0,0
311,2,1.4292329661051433,93836,0,0
312,1,0.0,24323,0,0
313,1,11.077977,24323,0,0
314,2,21.24708333333333,24323,0,0
315,1,0.0,301186,0,0
316,1,0.691745,301186,0,0
317,2,3.437047678629557,301186,0,0
318,1,0.0,173397,0,0
319,1,6.812752,173397,0,0
320,2,10.704979960123698,173397,0,0
321,1,0.0,310364,0,0
322,1,0.132308,310364,0,0
323,2,0.1759722222222222,310364,0,0
324,1,0.0,297573,0,0
325,1,20.888072,297573,0,0
326,2,22.054802911546496,297573,0,0
327,1,0.0,295177,0,0
328,1,0.122572,295177,0,0
329,2,0.2648611111111111,295177,0,0
330,1,0.0,35258,0,0
331,1,0.362873,35258,0,0
332,2,1.2004197523328992,35258,0,0
333,1,0.0,40305,0,0
334,1,74.787173,40305,0,0
335,2,77.63712961832682,40305,0,0
336,1,0.0,170510,0,0
337,1,0.338061,170510,0,0
338,2,42.28124630292257,170510,0,0
339,1,0.0,144215,0,0
340,1,0.777826,144215,0,0
341,2,1.7463458802964953,144215,0,0
342,1,0.0,82394,0,0
343,1,8.064346,82394,0,0
344,2,23.335494485431248,82394,0,0
345,1,0.0,206882,0,0
346,1,18.730672,206882,0,0
347,2,35.855555555555554,206882,0,0
348,1,0.0,296156,0,0
349,1,8.395659,296156,0,0
350,2,14.786111111111111,296156,0,0
351,1,0.0,85414,0,0
352,1,5.827967,85414,0,0
353,2,35.877476603190104,85414,0,0
354,1,0.0,193358,0,0
355,1,6.520701,193358,0,0
356,2,10.226790093315971,193358,0,0
357,1,0.0,303212,0,0
358,1,26.091783,303212,0,0
359,2,50.78405555725098,303212,0,0
360,1,0.0,233663,0,0
