,jokowi,detikcom,kompascom,ganjarpranowo,KPK_RI,CNNIndonesia,aniesbaswedan,KompasTV,budimandjatmiko,tvOneNews
0,0.0,0.0,0.0,1.3976673889160156,10.95495347764757,0.08472222222222223,11.943286810980903,0.6108333333333333,0.47,0.6272222222222222
1,55.789705725775825,0.0,0.0,1.3652222188313803,11.17749972873264,0.3219444444444444,12.165833062065973,0.8480555555555556,0.26643518447875975,0.47833333333333333
2,55.90706683688693,0.0,0.0,1.4825833299424913,11.263286810980903,1.133888888888889,12.251620144314236,0.8791666666666667,0.141157406700982,0.6744444444444444
3,54.42448350694445,0.0,0.0,0.0,10.708009101019968,4.975462985568576,11.696342434353301,1.8369239383273654,0.8585906049940323,4.516018541124132
4,0.0,0.0,0.0,9.33323610941569,0.0,14.308699094984267,0.9883333333333333,9.006972223917645,8.028638890584311,13.849254650539821
5,55.84763164944119,0.0,0.0,1.4231481424967447,11.305244513617621,0.0,12.293577846950955,0.5625,0.76875,5.870277777777778
6,55.08029079861111,0.0,0.0,8.344902776082357,17.528101671006944,13.320365761650933,0.0,8.018638890584311,7.040305557250978,12.860921317206488
7,55.36577982584635,0.0,0.0,0.9412963189019097,10.991172688802083,5.916759304470486,11.979506022135416,0.0,0.9221061526404487,5.457314860026042
8,55.79081683688693,0.0,0.0,1.3663333299424913,11.248429701063369,6.3417963155110675,12.236763034396702,0.9783333333333334,0.0,5.882351871066623
9,55.821094614664716,0.0,0.0,1.3966111077202692,11.249166395399305,1.0094444444444444,12.237499728732638,0.7530555555555556,0.4429166666666667,0.0
